target_speaker	file_basename	beginning_time	end_time	duration_total_speech	duration_overlapping_speech
!CHI_9051	databrary_ACLEW_ROS_9051_002220_002340	0	60	5.043	0.030
!MOT_9051	databrary_ACLEW_ROS_9051_002220_002340	0	60	2.110	0.030
EE1	databrary_ACLEW_ROS_9051_002220_002340	0	60	0.0	0.0
MC1	databrary_ACLEW_ROS_9051_002220_002340	0	60	0.0	0.0
!CHI_marin	lena_lyon_day1_marin_13h45	0	60	16.384	3.904
!FAT_marin	lena_lyon_day1_marin_13h45	0	60	32.576	4.432
OCH	lena_lyon_day1_marin_13h45	0	60	0.0	0.0
!MOT_marin	lena_lyon_day1_marin_13h45	0	60	0.0	0.0
FEM	lena_lyon_day1_marin_13h45	0	60	0.0	0.0
!CHI_marin	lena_lyon_day1_marin_13h45	60	120	10.576	0.032
!FAT_marin	lena_lyon_day1_marin_13h45	60	120	1.584	0.000
OCH	lena_lyon_day1_marin_13h45	60	120	0.0	0.0
!MOT_marin	lena_lyon_day1_marin_13h45	60	120	0.0	0.0
FEM	lena_lyon_day1_marin_13h45	60	120	0.0	0.0
!CHI_marin	lena_lyon_day1_marin_13h45	120	180	10.304	6.672
!FAT_marin	lena_lyon_day1_marin_13h45	120	180	4.412	2.752
!MOT_marin	lena_lyon_day1_marin_13h45	120	180	31.968	9.424
OCH	lena_lyon_day1_marin_13h45	120	180	0.0	0.0
FEM	lena_lyon_day1_marin_13h45	120	180	0.0	0.0
!CHI_marin	lena_lyon_day1_marin_13h45	180	240	16.298	7.632
!MOT_marin	lena_lyon_day1_marin_13h45	180	240	25.997	7.632
OCH	lena_lyon_day1_marin_13h45	180	240	0.0	0.0
!FAT_marin	lena_lyon_day1_marin_13h45	180	240	0.0	0.0
FEM	lena_lyon_day1_marin_13h45	180	240	0.0	0.0
!CHI_j14m2a	paido_j2at14m122	0	60	16.679	0.000
!CHI_j14m2a	paido_j2at14m122	60	120	20.667	0.000
!CHI_8924	databrary_ACLEW_SOD_8924_002400_002520	0	60	4.760	0.000
!CHI_oekd	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MC1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MA2	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
EE1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_oegd	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9854	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9858	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9527	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_uebn	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MA3	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FA5	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_C22	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
C1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8340	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_5271	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9408	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_outg	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9559	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_7798	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9801	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9527	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8924	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FA3	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9426	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9408	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_7758	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_8560	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FC1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9427	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_8788	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FA1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MC2	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_8357	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
UC3	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
UU	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9427	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9559	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
UC2	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_8340	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_5271	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
C2	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_7903	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8445	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8788	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_uoga	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9858	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8560	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MI1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_7798	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_C24	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9801	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_9909	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9909	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_8445	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9854	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_7903	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
UC1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MOT*	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FA2	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MA4	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
FA4	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_8357	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!MOT_9426	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
MA1	databrary_ACLEW_SOD_8924_002400_002520	0	60	0.0	0.0
!CHI_j08m5a	paido_j5at08m221	0	60	16.641	0.000
!CHI_j08m5a	paido_j5at08m221	60	120	19.274	0.000
!CHI_j08m5a	paido_j5at08m221	120	180	21.763	0.000
!CHI_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	1.497	0.836
!FA1_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	8.568	5.504
!FA2_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	17.043	10.450
!FA3_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	12.822	7.987
!FC1_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	2.639	2.464
!MC1_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	7.258	3.077
!MC2_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	19.673	14.203
!MOT_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	0.0	0.0
!MA2_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	0.0	0.0
!MA1_8787	databrary_ACLEW_CAS_8787_003816_004116	0	60	0.0	0.0
!CHI_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	2.229	2.229
!FA1_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	15.357	5.812
!FA2_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	24.924	14.510
!FA3_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	18.500	10.841
!MC1_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	2.889	1.428
!MC2_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	14.684	12.765
!MOT_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	0.0	0.0
!FC1_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	0.0	0.0
!MA2_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	0.0	0.0
!MA1_8787	databrary_ACLEW_CAS_8787_003816_004116	60	120	0.0	0.0
!CHI_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	1.975	1.386
!FA1_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	23.277	13.408
!FA2_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	21.073	10.921
!FA3_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	16.591	7.756
!MC1_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	2.975	2.975
!MC2_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	6.102	5.388
!MOT_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	0.0	0.0
!FC1_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	0.0	0.0
!MA2_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	0.0	0.0
!MA1_8787	databrary_ACLEW_CAS_8787_003816_004116	120	180	0.0	0.0
!CHI_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	6.905	4.291
!FA1_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	8.527	5.501
!FA2_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	12.473	4.731
!FA3_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	13.752	9.234
!FC1_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	3.480	2.006
!MC1_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	4.041	3.495
!MC2_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	14.893	8.165
!MOT_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	0.0	0.0
!MA2_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	0.0	0.0
!MA1_8787	databrary_ACLEW_CAS_8787_003816_004116	180	240	0.0	0.0
!MOT_nath	lena_lyon_day3_nath_8h15	0	60	42.455	0.716
OCH	lena_lyon_day3_nath_8h15	0	60	0.0	0.0
!FAT_nath	lena_lyon_day3_nath_8h15	0	60	0.0	0.0
!CHI_nath	lena_lyon_day3_nath_8h15	0	60	0.0	0.0
FEM	lena_lyon_day3_nath_8h15	0	60	0.0	0.0
!CHI_nath	lena_lyon_day3_nath_8h15	60	120	15.904	0.922
!MOT_nath	lena_lyon_day3_nath_8h15	60	120	44.153	1.851
OCH	lena_lyon_day3_nath_8h15	60	120	0.0	0.0
!FAT_nath	lena_lyon_day3_nath_8h15	60	120	0.0	0.0
FEM	lena_lyon_day3_nath_8h15	60	120	0.0	0.0
!CHI_nath	lena_lyon_day3_nath_8h15	120	180	1.712	0.256
!MOT_nath	lena_lyon_day3_nath_8h15	120	180	58.544	1.187
OCH	lena_lyon_day3_nath_8h15	120	180	0.0	0.0
!FAT_nath	lena_lyon_day3_nath_8h15	120	180	0.0	0.0
FEM	lena_lyon_day3_nath_8h15	120	180	0.0	0.0
!CHI_nath	lena_lyon_day3_nath_8h15	180	240	19.648	1.423
!MOT_nath	lena_lyon_day3_nath_8h15	180	240	39.918	1.095
OCH	lena_lyon_day3_nath_8h15	180	240	0.0	0.0
!FAT_nath	lena_lyon_day3_nath_8h15	180	240	0.0	0.0
FEM	lena_lyon_day3_nath_8h15	180	240	0.0	0.0
!MOT_8445	databrary_ACLEW_SOD_8445_023880_024000	0	60	5.013	0.272
FA2	databrary_ACLEW_SOD_8445_023880_024000	0	60	1.810	0.272
!CHI_oekd	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MC1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MA2	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
EE1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_oegd	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9854	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9858	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9527	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_uebn	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MA3	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
FA5	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_C22	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
C1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_8340	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_5271	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9408	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_outg	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9559	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_7798	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9801	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9527	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_8924	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
FA3	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9426	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9408	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_7758	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8560	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
FC1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9427	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8788	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
FA1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8924	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MC2	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8357	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
UC3	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
UU	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9427	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9559	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
UC2	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8340	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_5271	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
C2	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_7903	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_8788	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_uoga	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9858	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_8560	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MI1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_7798	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_C24	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9801	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_9909	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9909	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8445	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9854	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_7903	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MOT*	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
UC1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MA4	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
FA4	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_8357	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!MOT_9426	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
MA1	databrary_ACLEW_SOD_8445_023880_024000	0	60	0.0	0.0
!CHI_8924	databrary_ACLEW_SOD_8924_023400_023520	0	60	2.880	0.000
MA1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.340	0.000
!CHI_oekd	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_7758	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MC1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MA2	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
EE1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_oegd	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9854	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9858	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C20	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9527	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_uebn	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MA3	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_5959	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9755	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FA5	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C22	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
C1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_van5	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C18	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8340	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9733	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_5271	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9408	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_outg	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9559	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C16	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_7798	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9801	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9527	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8924	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_van8	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FA3	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9426	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_van7	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9408	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_7758	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_8560	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FC1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9427	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_8788	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FA1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MC2	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_8357	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
UC3	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
UU	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9398	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9427	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_5959	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9559	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
UC2	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_8340	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C25	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_5271	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
C2	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_7903	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8445	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8788	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_uoga	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9858	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8560	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MI1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_7798	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9492	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9755	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_C24	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9801	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9909	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9733	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9909	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_8445	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9854	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_7903	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
UC1	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MOT*	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_9492	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FA2	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MA4	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
FA4	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_van6	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_8357	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9398	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!MOT_9426	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
MA5	databrary_ACLEW_SOD_8924_023400_023520	0	60	0.0	0.0
!CHI_g18m4b	paido_g4bt18m312	0	60	16.372	0.000
!CHI_g19m5b	paido_g5bt19m321	0	60	19.851	0.000
!CHI_g19m5b	paido_g5bt19m321	60	120	21.905	0.000
!CHI_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	4.364	0.477
!FC2_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	2.856	0.000
!FC3_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	3.829	0.477
!UC1_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	3.442	0.000
!MA4_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MC2_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FC1_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FA3_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FA2_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MC1_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MA5_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FA5_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!UC4_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FA4_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MA2_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FC4_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MA3_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!UC3_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!UC2_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!UC5_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MA6_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!FA1_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!MA1_8179	databrary_ACLEW_CAS_8179_030001_030301	0	60	0.0	0.0
!CHI_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	1.432	0.000
!FA3_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.450	0.000
!FC3_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.472	0.000
!FC4_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	2.790	0.000
!UC1_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	2.053	0.000
!UC2_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.0	0.0
!MA4_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.0	0.0
!MC2_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.0	0.0
!UC5_8179	databrary_ACLEW_CAS_8179_030001_030301	60	120	0.0	0.0
