target_speaker	file_basename	beginning_time	end_time	duration_total_speech	duration_overlapping_speech
MIO092	IB4001.Mix-Headset	1560	1620	14.033	3.150
MIO086	IB4001.Mix-Headset	1560	1620	0.0	0.0
FIE073	IB4001.Mix-Headset	1560	1620	0.0	0.0
MIE085	IB4001.Mix-Headset	1560	1620	0.0	0.0
FIE038	IB4001.Mix-Headset	1620	1680	31.379	15.669
FIO093	IB4001.Mix-Headset	1620	1680	10.032	9.485
MIO091	IB4001.Mix-Headset	1620	1680	13.036	10.719
MIO092	IB4001.Mix-Headset	1620	1680	19.755	13.676
MIO086	IB4001.Mix-Headset	1620	1680	0.0	0.0
FIE073	IB4001.Mix-Headset	1620	1680	0.0	0.0
MIE085	IB4001.Mix-Headset	1620	1680	0.0	0.0
FIE038	IB4001.Mix-Headset	1680	1740	29.648	13.174
FIO093	IB4001.Mix-Headset	1680	1740	3.781	3.781
MIO091	IB4001.Mix-Headset	1680	1740	14.200	2.745
MIO092	IB4001.Mix-Headset	1680	1740	20.491	13.989
MIO086	IB4001.Mix-Headset	1680	1740	0.0	0.0
FIE073	IB4001.Mix-Headset	1680	1740	0.0	0.0
MIE085	IB4001.Mix-Headset	1680	1740	0.0	0.0
MEE009	ES2003b.Mix-Headset	0	60	29.419	2.746
MEE012	ES2003b.Mix-Headset	0	60	8.161	2.746
MEE011	ES2003b.Mix-Headset	0	60	0.0	0.0
MEE010	ES2003b.Mix-Headset	0	60	0.0	0.0
MEE009	ES2003b.Mix-Headset	60	120	58.636	0.000
MEE011	ES2003b.Mix-Headset	60	120	0.0	0.0
MEE010	ES2003b.Mix-Headset	60	120	0.0	0.0
MEE012	ES2003b.Mix-Headset	60	120	0.0	0.0
MEE009	ES2003b.Mix-Headset	120	180	37.368	2.954
MEE011	ES2003b.Mix-Headset	120	180	0.528	0.528
MEE012	ES2003b.Mix-Headset	120	180	12.691	2.426
MEE010	ES2003b.Mix-Headset	120	180	0.0	0.0
MEE009	ES2003b.Mix-Headset	180	240	8.777	4.037
MEE012	ES2003b.Mix-Headset	180	240	53.777	4.037
MEE011	ES2003b.Mix-Headset	180	240	0.0	0.0
MEE010	ES2003b.Mix-Headset	180	240	0.0	0.0
MEE012	ES2003b.Mix-Headset	240	300	58.862	0.000
MEE011	ES2003b.Mix-Headset	240	300	0.0	0.0
MEE010	ES2003b.Mix-Headset	240	300	0.0	0.0
MEE009	ES2003b.Mix-Headset	240	300	0.0	0.0
MEE009	ES2003b.Mix-Headset	300	360	0.796	0.000
MEE012	ES2003b.Mix-Headset	300	360	58.062	0.000
MEE011	ES2003b.Mix-Headset	300	360	0.0	0.0
MEE010	ES2003b.Mix-Headset	300	360	0.0	0.0
MEE012	ES2003b.Mix-Headset	360	420	58.305	0.000
MEE011	ES2003b.Mix-Headset	360	420	0.0	0.0
MEE010	ES2003b.Mix-Headset	360	420	0.0	0.0
MEE009	ES2003b.Mix-Headset	360	420	0.0	0.0
MEE009	ES2003b.Mix-Headset	420	480	1.024	0.080
MEE012	ES2003b.Mix-Headset	420	480	57.316	0.080
MEE011	ES2003b.Mix-Headset	420	480	0.0	0.0
MEE010	ES2003b.Mix-Headset	420	480	0.0	0.0
MEE009	ES2003b.Mix-Headset	480	540	22.137	11.793
MEE010	ES2003b.Mix-Headset	480	540	4.713	4.713
MEE011	ES2003b.Mix-Headset	480	540	2.350	2.350
MEE012	ES2003b.Mix-Headset	480	540	40.259	6.429
MEE009	ES2003b.Mix-Headset	540	600	7.764	4.560
MEE010	ES2003b.Mix-Headset	540	600	2.293	1.363
MEE011	ES2003b.Mix-Headset	540	600	39.898	0.560
MEE012	ES2003b.Mix-Headset	540	600	8.110	4.154
MEE011	ES2003b.Mix-Headset	600	660	58.911	0.000
MEE010	ES2003b.Mix-Headset	600	660	0.0	0.0
MEE012	ES2003b.Mix-Headset	600	660	0.0	0.0
MEE009	ES2003b.Mix-Headset	600	660	0.0	0.0
MEE011	ES2003b.Mix-Headset	660	720	56.283	0.000
MEE010	ES2003b.Mix-Headset	660	720	0.0	0.0
MEE012	ES2003b.Mix-Headset	660	720	0.0	0.0
MEE009	ES2003b.Mix-Headset	660	720	0.0	0.0
MEE011	ES2003b.Mix-Headset	720	780	56.328	0.224
MEE012	ES2003b.Mix-Headset	720	780	0.224	0.224
MEE010	ES2003b.Mix-Headset	720	780	0.0	0.0
MEE009	ES2003b.Mix-Headset	720	780	0.0	0.0
MEE009	ES2003b.Mix-Headset	780	840	16.867	2.639
MEE010	ES2003b.Mix-Headset	780	840	11.723	0.846
MEE011	ES2003b.Mix-Headset	780	840	14.062	1.793
MEE012	ES2003b.Mix-Headset	780	840	0.0	0.0
MEE009	ES2003b.Mix-Headset	840	900	2.561	0.080
MEE010	ES2003b.Mix-Headset	840	900	21.232	1.574
MEE012	ES2003b.Mix-Headset	840	900	6.879	1.494
MEE011	ES2003b.Mix-Headset	840	900	0.0	0.0
MEE009	ES2003b.Mix-Headset	900	960	1.042	1.042
MEE010	ES2003b.Mix-Headset	900	960	56.363	1.042
MEE011	ES2003b.Mix-Headset	900	960	0.0	0.0
MEE012	ES2003b.Mix-Headset	900	960	0.0	0.0
MEE009	ES2003b.Mix-Headset	960	1020	6.837	4.548
MEE010	ES2003b.Mix-Headset	960	1020	52.637	6.102
MEE012	ES2003b.Mix-Headset	960	1020	2.144	2.144
MEE011	ES2003b.Mix-Headset	960	1020	0.0	0.0
MEE009	ES2003b.Mix-Headset	1020	1080	54.293	4.175
MEE010	ES2003b.Mix-Headset	1020	1080	4.047	4.047
MEE012	ES2003b.Mix-Headset	1020	1080	0.128	0.128
MEE011	ES2003b.Mix-Headset	1020	1080	0.0	0.0
MEE009	ES2003b.Mix-Headset	1080	1140	54.029	5.754
MEE010	ES2003b.Mix-Headset	1080	1140	6.223	2.128
MEE011	ES2003b.Mix-Headset	1080	1140	3.032	3.032
MEE012	ES2003b.Mix-Headset	1080	1140	1.440	1.440
MEE009	ES2003b.Mix-Headset	1140	1200	23.956	1.898
MEE010	ES2003b.Mix-Headset	1140	1200	10.360	1.102
MEE011	ES2003b.Mix-Headset	1140	1200	25.403	1.198
MEE012	ES2003b.Mix-Headset	1140	1200	0.528	0.272
MEE009	ES2003b.Mix-Headset	1200	1260	14.777	8.766
MEE011	ES2003b.Mix-Headset	1200	1260	31.662	6.192
MEE012	ES2003b.Mix-Headset	1200	1260	20.811	2.574
MEE010	ES2003b.Mix-Headset	1200	1260	0.0	0.0
MEE009	ES2003b.Mix-Headset	1260	1320	50.334	3.406
MEE011	ES2003b.Mix-Headset	1260	1320	1.994	1.994
MEE012	ES2003b.Mix-Headset	1260	1320	8.157	2.458
MEE010	ES2003b.Mix-Headset	1260	1320	0.0	0.0
MEE009	ES2003b.Mix-Headset	1320	1380	34.669	2.720
MEE011	ES2003b.Mix-Headset	1320	1380	26.125	1.872
MEE012	ES2003b.Mix-Headset	1320	1380	0.928	0.928
MEE010	ES2003b.Mix-Headset	1320	1380	0.0	0.0
MEE009	ES2003b.Mix-Headset	1380	1440	2.345	2.281
MEE011	ES2003b.Mix-Headset	1380	1440	54.578	3.609
MEE012	ES2003b.Mix-Headset	1380	1440	1.328	1.328
MEE010	ES2003b.Mix-Headset	1380	1440	0.0	0.0
MEE009	ES2003b.Mix-Headset	1440	1500	36.136	4.745
MEE011	ES2003b.Mix-Headset	1440	1500	26.090	5.283
MEE012	ES2003b.Mix-Headset	1440	1500	1.201	0.538
MEE010	ES2003b.Mix-Headset	1440	1500	0.0	0.0
MEE009	ES2003b.Mix-Headset	1500	1560	28.093	7.867
MEE011	ES2003b.Mix-Headset	1500	1560	11.857	3.260
MEE012	ES2003b.Mix-Headset	1500	1560	24.698	6.595
MEE010	ES2003b.Mix-Headset	1500	1560	0.0	0.0
MEE009	ES2003b.Mix-Headset	1560	1620	39.849	4.553
MEE011	ES2003b.Mix-Headset	1560	1620	2.915	2.915
MEE012	ES2003b.Mix-Headset	1560	1620	19.819	6.617
MEE010	ES2003b.Mix-Headset	1560	1620	0.0	0.0
MEE009	ES2003b.Mix-Headset	1620	1680	52.682	6.574
MEE010	ES2003b.Mix-Headset	1620	1680	3.411	1.282
MEE011	ES2003b.Mix-Headset	1620	1680	2.641	2.641
MEE012	ES2003b.Mix-Headset	1620	1680	3.650	3.650
MEE009	ES2003b.Mix-Headset	1680	1740	33.018	7.892
MEE010	ES2003b.Mix-Headset	1680	1740	5.061	2.342
MEE011	ES2003b.Mix-Headset	1680	1740	4.637	3.500
MEE012	ES2003b.Mix-Headset	1680	1740	25.165	6.029
MEE009	ES2003b.Mix-Headset	1740	1800	27.308	4.717
MEE011	ES2003b.Mix-Headset	1740	1800	35.807	4.797
MEE012	ES2003b.Mix-Headset	1740	1800	0.336	0.081
MEE010	ES2003b.Mix-Headset	1740	1800	0.0	0.0
MEE009	ES2003b.Mix-Headset	1800	1860	39.451	10.118
MEE010	ES2003b.Mix-Headset	1800	1860	6.990	2.579
MEE011	ES2003b.Mix-Headset	1800	1860	12.400	2.354
MEE012	ES2003b.Mix-Headset	1800	1860	11.203	5.792
MEE009	ES2003b.Mix-Headset	1860	1920	53.467	8.131
MEE010	ES2003b.Mix-Headset	1860	1920	1.221	0.853
MEE011	ES2003b.Mix-Headset	1860	1920	4.607	2.719
MEE012	ES2003b.Mix-Headset	1860	1920	7.128	5.524
MEE009	ES2003b.Mix-Headset	1920	1980	35.629	4.357
MEE010	ES2003b.Mix-Headset	1920	1980	4.592	0.448
MEE012	ES2003b.Mix-Headset	1920	1980	16.970	3.974
MEE011	ES2003b.Mix-Headset	1920	1980	0.0	0.0
MEE009	ES2003b.Mix-Headset	1980	2040	28.393	3.642
MEE010	ES2003b.Mix-Headset	1980	2040	4.318	3.509
MEE011	ES2003b.Mix-Headset	1980	2040	25.650	3.206
MEE012	ES2003b.Mix-Headset	1980	2040	0.983	0.983
MIO086	IS1008c.Mix-Headset	0	60	23.554	0.000
MIO092	IS1008c.Mix-Headset	0	60	0.0	0.0
FIE073	IS1008c.Mix-Headset	0	60	0.0	0.0
FIE038	IS1008c.Mix-Headset	0	60	0.0	0.0
MIO091	IS1008c.Mix-Headset	0	60	0.0	0.0
FIO093	IS1008c.Mix-Headset	0	60	0.0	0.0
MIE085	IS1008c.Mix-Headset	0	60	0.0	0.0
FIE073	IS1008c.Mix-Headset	60	120	7.519	0.872
MIE085	IS1008c.Mix-Headset	60	120	1.527	1.430
MIO086	IS1008c.Mix-Headset	60	120	34.328	0.558
MIO092	IS1008c.Mix-Headset	60	120	0.0	0.0
FIE038	IS1008c.Mix-Headset	60	120	0.0	0.0
MIO091	IS1008c.Mix-Headset	60	120	0.0	0.0
FIO093	IS1008c.Mix-Headset	60	120	0.0	0.0
FIE038	IS1008c.Mix-Headset	120	180	0.400	0.400
FIE073	IS1008c.Mix-Headset	120	180	50.495	2.486
MIE085	IS1008c.Mix-Headset	120	180	1.079	0.923
MIO086	IS1008c.Mix-Headset	120	180	2.011	1.163
MIO092	IS1008c.Mix-Headset	120	180	0.0	0.0
MIO091	IS1008c.Mix-Headset	120	180	0.0	0.0
FIO093	IS1008c.Mix-Headset	120	180	0.0	0.0
FIE038	IS1008c.Mix-Headset	180	240	0.337	0.337
FIE073	IS1008c.Mix-Headset	180	240	59.246	4.180
MIE085	IS1008c.Mix-Headset	180	240	3.843	3.843
MIO092	IS1008c.Mix-Headset	180	240	0.0	0.0
MIO086	IS1008c.Mix-Headset	180	240	0.0	0.0
FIO093	IS1008c.Mix-Headset	180	240	0.0	0.0
MIO091	IS1008c.Mix-Headset	180	240	0.0	0.0
FIE038	IS1008c.Mix-Headset	240	300	7.657	7.657
FIE073	IS1008c.Mix-Headset	240	300	57.358	7.491
MIE085	IS1008c.Mix-Headset	240	300	4.425	4.357
MIO092	IS1008c.Mix-Headset	240	300	0.0	0.0
MIO086	IS1008c.Mix-Headset	240	300	0.0	0.0
FIO093	IS1008c.Mix-Headset	240	300	0.0	0.0
MIO091	IS1008c.Mix-Headset	240	300	0.0	0.0
FIE038	IS1008c.Mix-Headset	300	360	2.018	2.018
FIE073	IS1008c.Mix-Headset	300	360	59.552	7.857
MIE085	IS1008c.Mix-Headset	300	360	2.676	2.676
MIO086	IS1008c.Mix-Headset	300	360	3.164	3.164
MIO092	IS1008c.Mix-Headset	300	360	0.0	0.0
MIO091	IS1008c.Mix-Headset	300	360	0.0	0.0
FIO093	IS1008c.Mix-Headset	300	360	0.0	0.0
FIE038	IS1008c.Mix-Headset	360	420	0.236	0.236
FIE073	IS1008c.Mix-Headset	360	420	56.487	1.006
MIE085	IS1008c.Mix-Headset	360	420	0.758	0.758
MIO086	IS1008c.Mix-Headset	360	420	2.598	0.012
MIO092	IS1008c.Mix-Headset	360	420	0.0	0.0
MIO091	IS1008c.Mix-Headset	360	420	0.0	0.0
FIO093	IS1008c.Mix-Headset	360	420	0.0	0.0
FIE038	IS1008c.Mix-Headset	420	480	5.484	1.889
FIE073	IS1008c.Mix-Headset	420	480	32.273	5.283
MIE085	IS1008c.Mix-Headset	420	480	0.577	0.562
MIO086	IS1008c.Mix-Headset	420	480	20.109	4.328
MIO092	IS1008c.Mix-Headset	420	480	0.0	0.0
MIO091	IS1008c.Mix-Headset	420	480	0.0	0.0
FIO093	IS1008c.Mix-Headset	420	480	0.0	0.0
FIE038	IS1008c.Mix-Headset	480	540	26.733	17.999
FIE073	IS1008c.Mix-Headset	480	540	39.169	29.576
MIE085	IS1008c.Mix-Headset	480	540	33.442	28.722
MIO086	IS1008c.Mix-Headset	480	540	4.066	3.964
MIO092	IS1008c.Mix-Headset	480	540	0.0	0.0
MIO091	IS1008c.Mix-Headset	480	540	0.0	0.0
FIO093	IS1008c.Mix-Headset	480	540	0.0	0.0
FIE038	IS1008c.Mix-Headset	540	600	34.142	17.304
FIE073	IS1008c.Mix-Headset	540	600	19.442	14.949
MIE085	IS1008c.Mix-Headset	540	600	22.815	12.570
MIO086	IS1008c.Mix-Headset	540	600	9.926	4.514
MIO092	IS1008c.Mix-Headset	540	600	0.0	0.0
MIO091	IS1008c.Mix-Headset	540	600	0.0	0.0
FIO093	IS1008c.Mix-Headset	540	600	0.0	0.0
FIE038	IS1008c.Mix-Headset	600	660	22.383	5.189
FIE073	IS1008c.Mix-Headset	600	660	11.075	6.286
MIE085	IS1008c.Mix-Headset	600	660	9.431	6.042
MIO086	IS1008c.Mix-Headset	600	660	6.288	1.120
MIO092	IS1008c.Mix-Headset	600	660	0.0	0.0
MIO091	IS1008c.Mix-Headset	600	660	0.0	0.0
FIO093	IS1008c.Mix-Headset	600	660	0.0	0.0
FIE038	IS1008c.Mix-Headset	660	720	58.311	5.497
FIE073	IS1008c.Mix-Headset	660	720	5.691	4.578
MIE085	IS1008c.Mix-Headset	660	720	0.919	0.919
MIO092	IS1008c.Mix-Headset	660	720	0.0	0.0
MIO086	IS1008c.Mix-Headset	660	720	0.0	0.0
FIO093	IS1008c.Mix-Headset	660	720	0.0	0.0
MIO091	IS1008c.Mix-Headset	660	720	0.0	0.0
FIE038	IS1008c.Mix-Headset	720	780	55.769	1.114
FIE073	IS1008c.Mix-Headset	720	780	0.736	0.736
MIE085	IS1008c.Mix-Headset	720	780	0.378	0.378
MIO092	IS1008c.Mix-Headset	720	780	0.0	0.0
MIO086	IS1008c.Mix-Headset	720	780	0.0	0.0
FIO093	IS1008c.Mix-Headset	720	780	0.0	0.0
MIO091	IS1008c.Mix-Headset	720	780	0.0	0.0
FIE038	IS1008c.Mix-Headset	780	840	50.448	5.015
FIE073	IS1008c.Mix-Headset	780	840	4.019	3.033
MIE085	IS1008c.Mix-Headset	780	840	1.394	1.394
MIO086	IS1008c.Mix-Headset	780	840	1.464	1.464
MIO092	IS1008c.Mix-Headset	780	840	0.0	0.0
MIO091	IS1008c.Mix-Headset	780	840	0.0	0.0
FIO093	IS1008c.Mix-Headset	780	840	0.0	0.0
FIE038	IS1008c.Mix-Headset	840	900	56.231	4.083
FIE073	IS1008c.Mix-Headset	840	900	5.475	4.483
MIE085	IS1008c.Mix-Headset	840	900	0.416	0.400
MIO092	IS1008c.Mix-Headset	840	900	0.0	0.0
MIO086	IS1008c.Mix-Headset	840	900	0.0	0.0
FIO093	IS1008c.Mix-Headset	840	900	0.0	0.0
MIO091	IS1008c.Mix-Headset	840	900	0.0	0.0
FIE038	IS1008c.Mix-Headset	900	960	4.681	2.345
FIE073	IS1008c.Mix-Headset	900	960	2.145	1.572
MIE085	IS1008c.Mix-Headset	900	960	31.259	3.665
MIO086	IS1008c.Mix-Headset	900	960	5.666	0.778
MIO092	IS1008c.Mix-Headset	900	960	0.0	0.0
MIO091	IS1008c.Mix-Headset	900	960	0.0	0.0
FIO093	IS1008c.Mix-Headset	900	960	0.0	0.0
FIE038	IS1008c.Mix-Headset	960	1020	0.288	0.288
FIE073	IS1008c.Mix-Headset	960	1020	2.659	1.708
MIE085	IS1008c.Mix-Headset	960	1020	55.644	1.610
MIO086	IS1008c.Mix-Headset	960	1020	0.536	0.536
MIO092	IS1008c.Mix-Headset	960	1020	0.0	0.0
MIO091	IS1008c.Mix-Headset	960	1020	0.0	0.0
FIO093	IS1008c.Mix-Headset	960	1020	0.0	0.0
FIE038	IS1008c.Mix-Headset	1020	1080	6.381	6.238
FIE073	IS1008c.Mix-Headset	1020	1080	8.268	3.068
MIE085	IS1008c.Mix-Headset	1020	1080	52.695	8.046
MIO092	IS1008c.Mix-Headset	1020	1080	0.0	0.0
MIO086	IS1008c.Mix-Headset	1020	1080	0.0	0.0
FIO093	IS1008c.Mix-Headset	1020	1080	0.0	0.0
MIO091	IS1008c.Mix-Headset	1020	1080	0.0	0.0
FIE038	IS1008c.Mix-Headset	1080	1140	12.532	7.875
FIE073	IS1008c.Mix-Headset	1080	1140	35.465	12.350
MIE085	IS1008c.Mix-Headset	1080	1140	24.756	8.028
MIO086	IS1008c.Mix-Headset	1080	1140	0.728	0.728
MIO092	IS1008c.Mix-Headset	1080	1140	0.0	0.0
MIO091	IS1008c.Mix-Headset	1080	1140	0.0	0.0
FIO093	IS1008c.Mix-Headset	1080	1140	0.0	0.0
FIE038	IS1008c.Mix-Headset	1140	1200	16.927	11.639
FIE073	IS1008c.Mix-Headset	1140	1200	24.575	9.972
MIE085	IS1008c.Mix-Headset	1140	1200	30.689	9.832
MIO086	IS1008c.Mix-Headset	1140	1200	1.534	1.273
MIO092	IS1008c.Mix-Headset	1140	1200	0.0	0.0
MIO091	IS1008c.Mix-Headset	1140	1200	0.0	0.0
FIO093	IS1008c.Mix-Headset	1140	1200	0.0	0.0
FIE038	IS1008c.Mix-Headset	1200	1260	1.122	0.698
FIE073	IS1008c.Mix-Headset	1200	1260	31.537	7.237
MIE085	IS1008c.Mix-Headset	1200	1260	10.250	8.168
MIO086	IS1008c.Mix-Headset	1200	1260	23.471	7.730
MIO092	IS1008c.Mix-Headset	1200	1260	0.0	0.0
MIO091	IS1008c.Mix-Headset	1200	1260	0.0	0.0
FIO093	IS1008c.Mix-Headset	1200	1260	0.0	0.0
FIE038	IS1008c.Mix-Headset	1260	1320	18.954	0.368
FIE073	IS1008c.Mix-Headset	1260	1320	1.168	0.192
MIO086	IS1008c.Mix-Headset	1260	1320	33.775	0.560
MIO092	IS1008c.Mix-Headset	1260	1320	0.0	0.0
MIO091	IS1008c.Mix-Headset	1260	1320	0.0	0.0
FIO093	IS1008c.Mix-Headset	1260	1320	0.0	0.0
MIE085	IS1008c.Mix-Headset	1260	1320	0.0	0.0
FIE038	IS1008c.Mix-Headset	1320	1380	21.650	1.277
FIE073	IS1008c.Mix-Headset	1320	1380	21.251	8.686
MIE085	IS1008c.Mix-Headset	1320	1380	18.072	8.047
MIO086	IS1008c.Mix-Headset	1320	1380	0.638	0.638
MIO092	IS1008c.Mix-Headset	1320	1380	0.0	0.0
MIO091	IS1008c.Mix-Headset	1320	1380	0.0	0.0
FIO093	IS1008c.Mix-Headset	1320	1380	0.0	0.0
FIE038	IS1008c.Mix-Headset	1380	1440	4.671	3.424
FIE073	IS1008c.Mix-Headset	1380	1440	27.784	4.692
MIE085	IS1008c.Mix-Headset	1380	1440	4.181	2.352
MIO086	IS1008c.Mix-Headset	1380	1440	25.101	4.027
MIO092	IS1008c.Mix-Headset	1380	1440	0.0	0.0
MIO091	IS1008c.Mix-Headset	1380	1440	0.0	0.0
FIO093	IS1008c.Mix-Headset	1380	1440	0.0	0.0
FIE038	IS1008c.Mix-Headset	1440	1500	5.925	3.840
FIE073	IS1008c.Mix-Headset	1440	1500	12.531	9.650
MIE085	IS1008c.Mix-Headset	1440	1500	13.503	11.159
MIO086	IS1008c.Mix-Headset	1440	1500	33.211	9.616
MIO092	IS1008c.Mix-Headset	1440	1500	0.0	0.0
MIO091	IS1008c.Mix-Headset	1440	1500	0.0	0.0
FIO093	IS1008c.Mix-Headset	1440	1500	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	0	60	11.803	2.530
MTD016ME	TS3004b.Mix-Headset	0	60	10.660	2.530
MTD014ID	TS3004b.Mix-Headset	0	60	0.0	0.0
MTD015UID	TS3004b.Mix-Headset	0	60	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	60	120	31.304	12.464
MTD014ID	TS3004b.Mix-Headset	60	120	8.068	1.882
MTD015UID	TS3004b.Mix-Headset	60	120	13.337	8.651
MTD016ME	TS3004b.Mix-Headset	60	120	5.282	3.394
MTD013PM	TS3004b.Mix-Headset	120	180	47.721	2.736
MTD014ID	TS3004b.Mix-Headset	120	180	2.095	1.630
MTD015UID	TS3004b.Mix-Headset	120	180	3.805	3.146
MTD016ME	TS3004b.Mix-Headset	120	180	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	180	240	43.290	2.112
MTD015UID	TS3004b.Mix-Headset	180	240	3.354	1.494
MTD016ME	TS3004b.Mix-Headset	180	240	2.758	2.485
MTD014ID	TS3004b.Mix-Headset	180	240	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	240	300	6.091	3.763
MTD015UID	TS3004b.Mix-Headset	240	300	5.231	3.754
MTD016ME	TS3004b.Mix-Headset	240	300	36.914	3.758
MTD014ID	TS3004b.Mix-Headset	240	300	0.0	0.0
MTD016ME	TS3004b.Mix-Headset	300	360	58.925	0.002
MTD014ID	TS3004b.Mix-Headset	300	360	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	300	360	0.0	0.0
MTD015UID	TS3004b.Mix-Headset	300	360	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	360	420	6.968	3.789
MTD014ID	TS3004b.Mix-Headset	360	420	0.910	0.910
MTD015UID	TS3004b.Mix-Headset	360	420	4.007	0.702
MTD016ME	TS3004b.Mix-Headset	360	420	52.163	5.409
MTD013PM	TS3004b.Mix-Headset	420	480	0.774	0.774
MTD015UID	TS3004b.Mix-Headset	420	480	3.168	0.182
MTD016ME	TS3004b.Mix-Headset	420	480	55.853	0.958
MTD014ID	TS3004b.Mix-Headset	420	480	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	480	540	11.709	7.213
MTD014ID	TS3004b.Mix-Headset	480	540	0.708	0.708
MTD015UID	TS3004b.Mix-Headset	480	540	0.836	0.836
MTD016ME	TS3004b.Mix-Headset	480	540	54.450	7.924
MTD013PM	TS3004b.Mix-Headset	540	600	2.555	1.566
MTD015UID	TS3004b.Mix-Headset	540	600	2.967	0.260
MTD016ME	TS3004b.Mix-Headset	540	600	56.023	1.826
MTD014ID	TS3004b.Mix-Headset	540	600	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	600	660	17.305	10.727
MTD014ID	TS3004b.Mix-Headset	600	660	9.334	3.736
MTD015UID	TS3004b.Mix-Headset	600	660	25.936	9.379
MTD016ME	TS3004b.Mix-Headset	600	660	18.787	10.079
MTD013PM	TS3004b.Mix-Headset	660	720	4.361	1.273
MTD015UID	TS3004b.Mix-Headset	660	720	47.643	1.273
MTD016ME	TS3004b.Mix-Headset	660	720	0.0	0.0
MTD014ID	TS3004b.Mix-Headset	660	720	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	720	780	1.213	1.056
MTD014ID	TS3004b.Mix-Headset	720	780	1.290	0.000
MTD015UID	TS3004b.Mix-Headset	720	780	51.623	1.056
MTD016ME	TS3004b.Mix-Headset	720	780	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	780	840	5.433	4.095
MTD014ID	TS3004b.Mix-Headset	780	840	27.072	3.875
MTD015UID	TS3004b.Mix-Headset	780	840	32.307	7.752
MTD016ME	TS3004b.Mix-Headset	780	840	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	840	900	19.653	9.117
MTD014ID	TS3004b.Mix-Headset	840	900	22.046	9.840
MTD015UID	TS3004b.Mix-Headset	840	900	30.569	14.224
MTD016ME	TS3004b.Mix-Headset	840	900	3.102	1.719
MTD013PM	TS3004b.Mix-Headset	900	960	15.469	7.353
MTD014ID	TS3004b.Mix-Headset	900	960	12.925	6.426
MTD015UID	TS3004b.Mix-Headset	900	960	39.213	12.853
MTD016ME	TS3004b.Mix-Headset	900	960	6.203	6.203
MTD013PM	TS3004b.Mix-Headset	960	1020	7.381	3.806
MTD014ID	TS3004b.Mix-Headset	960	1020	4.938	4.475
MTD015UID	TS3004b.Mix-Headset	960	1020	37.894	7.757
MTD016ME	TS3004b.Mix-Headset	960	1020	17.313	4.569
MTD013PM	TS3004b.Mix-Headset	1020	1080	11.260	4.417
MTD014ID	TS3004b.Mix-Headset	1020	1080	17.845	2.416
MTD015UID	TS3004b.Mix-Headset	1020	1080	33.717	6.924
MTD016ME	TS3004b.Mix-Headset	1020	1080	0.900	0.821
MTD013PM	TS3004b.Mix-Headset	1080	1140	22.072	10.623
MTD014ID	TS3004b.Mix-Headset	1080	1140	0.708	0.708
MTD015UID	TS3004b.Mix-Headset	1080	1140	33.022	8.045
MTD016ME	TS3004b.Mix-Headset	1080	1140	9.615	4.160
MTD014ID	TS3004b.Mix-Headset	1140	1200	40.132	0.003
MTD015UID	TS3004b.Mix-Headset	1140	1200	2.514	0.000
MTD016ME	TS3004b.Mix-Headset	1140	1200	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	1140	1200	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	1200	1260	10.915	5.980
MTD014ID	TS3004b.Mix-Headset	1200	1260	48.792	6.832
MTD015UID	TS3004b.Mix-Headset	1200	1260	5.531	4.917
MTD016ME	TS3004b.Mix-Headset	1200	1260	2.326	2.029
MTD013PM	TS3004b.Mix-Headset	1260	1320	23.587	12.209
MTD014ID	TS3004b.Mix-Headset	1260	1320	31.573	19.424
MTD015UID	TS3004b.Mix-Headset	1260	1320	22.956	16.229
MTD016ME	TS3004b.Mix-Headset	1260	1320	16.741	12.573
MTD014ID	TS3004b.Mix-Headset	1320	1380	32.937	6.898
MTD015UID	TS3004b.Mix-Headset	1320	1380	20.781	4.220
MTD016ME	TS3004b.Mix-Headset	1320	1380	13.422	5.615
MTD013PM	TS3004b.Mix-Headset	1320	1380	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	1380	1440	6.340	2.619
MTD014ID	TS3004b.Mix-Headset	1380	1440	41.972	7.207
MTD015UID	TS3004b.Mix-Headset	1380	1440	2.291	2.181
MTD016ME	TS3004b.Mix-Headset	1380	1440	16.684	2.567
MTD013PM	TS3004b.Mix-Headset	1440	1500	2.497	2.384
MTD014ID	TS3004b.Mix-Headset	1440	1500	53.125	5.746
MTD016ME	TS3004b.Mix-Headset	1440	1500	5.115	3.362
MTD015UID	TS3004b.Mix-Headset	1440	1500	0.0	0.0
MTD013PM	TS3004b.Mix-Headset	1500	1560	10.768	4.374
MTD014ID	TS3004b.Mix-Headset	1500	1560	43.254	5.965
MTD016ME	TS3004b.Mix-Headset	1500	1560	9.646	3.050
