speaker	model_number	filename	onset	offset
MTD013PM	8	TS3004b.Mix-Headset	46.768	46.805
MTD013PM	8	TS3004b.Mix-Headset	51.15	53.51
MTD013PM	8	TS3004b.Mix-Headset	67.28	67.936
MTD013PM	8	TS3004b.Mix-Headset	69.312	71.071
MTD013PM	8	TS3004b.Mix-Headset	75.097	75.142
MTD013PM	8	TS3004b.Mix-Headset	85.075	87.03
MTD013PM	8	TS3004b.Mix-Headset	87.902	88.749
MTD013PM	8	TS3004b.Mix-Headset	92.962	94.094
MTD013PM	8	TS3004b.Mix-Headset	99.505	99.607
MTD013PM	8	TS3004b.Mix-Headset	110.215	114.373
MTD013PM	8	TS3004b.Mix-Headset	115.789	118.217
MTD013PM	8	TS3004b.Mix-Headset	119.193	123.439
MTD013PM	8	TS3004b.Mix-Headset	126.192	130.771
MTD013PM	9	TS3004b.Mix-Headset	136.962	145.806
MTD013PM	9	TS3004b.Mix-Headset	147.712	150.079
MTD013PM	9	TS3004b.Mix-Headset	151.722	152.869
MTD013PM	9	TS3004b.Mix-Headset	154.459	156.913
MTD013PM	9	TS3004b.Mix-Headset	158.976	159.515
MTD013PM	9	TS3004b.Mix-Headset	167.728	182.88
MTD016ME	10	TS3004b.Mix-Headset	40.079	41.038
MTD016ME	10	TS3004b.Mix-Headset	42.224	43.094
MTD016ME	10	TS3004b.Mix-Headset	45.408	46.376
MTD016ME	10	TS3004b.Mix-Headset	48.304	49.689
MTD016ME	10	TS3004b.Mix-Headset	53.677	54.555
MTD016ME	10	TS3004b.Mix-Headset	56.645	59.039
MTD016ME	10	TS3004b.Mix-Headset	62.622	62.662
MTD016ME	10	TS3004b.Mix-Headset	102.529	104.18
MTD016ME	10	TS3004b.Mix-Headset	185.27	185.605
MTD016ME	10	TS3004b.Mix-Headset	235.216	235.489
MTD016ME	10	TS3004b.Mix-Headset	240.418	241.294
MTD016ME	10	TS3004b.Mix-Headset	249.54	250.652
MTD016ME	10	TS3004b.Mix-Headset	260.058	270.941
MTD016ME	10	TS3004b.Mix-Headset	272.396	283.076
MTD013PM	10	TS3004b.Mix-Headset	196.0	197.328
MTD013PM	10	TS3004b.Mix-Headset	198.4	204.834
MTD013PM	10	TS3004b.Mix-Headset	206.08	219.525
MTD013PM	10	TS3004b.Mix-Headset	224.736	225.714
MTD013PM	10	TS3004b.Mix-Headset	229.728	234.069
MTD013PM	10	TS3004b.Mix-Headset	235.766	237.242
MTD013PM	10	TS3004b.Mix-Headset	283.45	285.778
MTD016ME	11	TS3004b.Mix-Headset	298.422	308.405
MTD016ME	11	TS3004b.Mix-Headset	308.406	324.749
MTD016ME	11	TS3004b.Mix-Headset	324.752	336.509
MTD016ME	12	TS3004b.Mix-Headset	336.51	355.728
MTD016ME	12	TS3004b.Mix-Headset	356.8	369.723
MTD016ME	13	TS3004b.Mix-Headset	372.424	375.639
MTD016ME	13	TS3004b.Mix-Headset	384.32	385.917
MTD016ME	13	TS3004b.Mix-Headset	388.772	389.686
MTD016ME	13	TS3004b.Mix-Headset	406.483	415.555
MTD016ME	13	TS3004b.Mix-Headset	423.168	434.384
MTD016ME	13	TS3004b.Mix-Headset	434.386	450.839
MTD016ME	14	TS3004b.Mix-Headset	451.998	465.637
MTD016ME	14	TS3004b.Mix-Headset	465.639	467.757
MTD016ME	14	TS3004b.Mix-Headset	482.119	496.252
MTD016ME	14	TS3004b.Mix-Headset	496.253	511.058
MTD016ME	15	TS3004b.Mix-Headset	515.04	517.957
MTD016ME	15	TS3004b.Mix-Headset	534.232	546.709
MTD016ME	15	TS3004b.Mix-Headset	546.712	560.112
MTD016ME	15	TS3004b.Mix-Headset	562.667	573.667
MTD016ME	16	TS3004b.Mix-Headset	576.912	584.689
MTD016ME	16	TS3004b.Mix-Headset	584.689	602.892
MTD016ME	16	TS3004b.Mix-Headset	604.27	605.659
MTD016ME	16	TS3004b.Mix-Headset	608.437	611.846
MTD015UID	13	TS3004b.Mix-Headset	71.126	73.284
MTD015UID	13	TS3004b.Mix-Headset	80.832	81.568
MTD015UID	13	TS3004b.Mix-Headset	96.905	97.099
MTD015UID	13	TS3004b.Mix-Headset	106.848	109.182
MTD015UID	13	TS3004b.Mix-Headset	157.604	157.735
MTD015UID	13	TS3004b.Mix-Headset	184.512	184.526
MTD015UID	13	TS3004b.Mix-Headset	219.541	220.384
MTD015UID	13	TS3004b.Mix-Headset	234.244	234.654
MTD015UID	13	TS3004b.Mix-Headset	237.397	238.004
MTD015UID	13	TS3004b.Mix-Headset	251.453	252.931
MTD015UID	13	TS3004b.Mix-Headset	286.641	287.749
MTD015UID	13	TS3004b.Mix-Headset	416.695	422.986
MTD015UID	13	TS3004b.Mix-Headset	522.228	523.064
MTD015UID	13	TS3004b.Mix-Headset	573.927	576.634
MTD015UID	13	TS3004b.Mix-Headset	615.456	616.352
MTD015UID	13	TS3004b.Mix-Headset	622.118	622.624
MTD015UID	13	TS3004b.Mix-Headset	625.079	640.712
MTD015UID	14	TS3004b.Mix-Headset	650.537	653.012
MTD015UID	14	TS3004b.Mix-Headset	654.865	654.933
MTD015UID	14	TS3004b.Mix-Headset	666.016	668.584
MTD015UID	14	TS3004b.Mix-Headset	670.107	683.709
MTD015UID	14	TS3004b.Mix-Headset	684.784	696.401
MTD015UID	15	TS3004b.Mix-Headset	700.638	701.749
MTD015UID	15	TS3004b.Mix-Headset	727.394	735.542
MTD015UID	15	TS3004b.Mix-Headset	736.691	742.557
MTD015UID	15	TS3004b.Mix-Headset	744.304	746.976
MTD015UID	15	TS3004b.Mix-Headset	748.199	754.949
MTD015UID	15	TS3004b.Mix-Headset	756.096	759.375
MTD015UID	15	TS3004b.Mix-Headset	760.432	773.344
MTD014ID	8	TS3004b.Mix-Headset	83.776	84.848
MTD014ID	8	TS3004b.Mix-Headset	87.295	87.738
MTD014ID	8	TS3004b.Mix-Headset	88.98	92.816
MTD014ID	8	TS3004b.Mix-Headset	97.831	98.665
MTD014ID	8	TS3004b.Mix-Headset	153.819	154.284
MTD014ID	8	TS3004b.Mix-Headset	530.688	531.396
MTD014ID	8	TS3004b.Mix-Headset	617.185	617.494
MTD014ID	8	TS3004b.Mix-Headset	645.453	646.295
MTD014ID	8	TS3004b.Mix-Headset	778.71	785.441
MTD014ID	8	TS3004b.Mix-Headset	786.64	787.24
MTD014ID	8	TS3004b.Mix-Headset	797.702	806.001
MTD014ID	8	TS3004b.Mix-Headset	818.163	818.972
MTD014ID	8	TS3004b.Mix-Headset	826.441	832.316
MTD013PM	11	TS3004b.Mix-Headset	289.632	290.125
MTD013PM	11	TS3004b.Mix-Headset	370.362	371.663
MTD013PM	11	TS3004b.Mix-Headset	377.552	377.824
MTD013PM	11	TS3004b.Mix-Headset	386.017	386.758
MTD013PM	11	TS3004b.Mix-Headset	511.079	513.584
MTD013PM	11	TS3004b.Mix-Headset	519.311	521.301
MTD013PM	11	TS3004b.Mix-Headset	526.788	529.216
MTD013PM	11	TS3004b.Mix-Headset	560.157	561.146
MTD013PM	11	TS3004b.Mix-Headset	606.393	607.909
MTD013PM	11	TS3004b.Mix-Headset	611.951	612.481
MTD013PM	11	TS3004b.Mix-Headset	613.296	615.131
MTD013PM	11	TS3004b.Mix-Headset	616.787	616.992
MTD013PM	11	TS3004b.Mix-Headset	641.641	642.397
MTD013PM	11	TS3004b.Mix-Headset	656.079	657.393
MTD013PM	11	TS3004b.Mix-Headset	697.056	700.144
MTD013PM	11	TS3004b.Mix-Headset	743.007	743.164
MTD013PM	11	TS3004b.Mix-Headset	787.432	787.456
MTD013PM	11	TS3004b.Mix-Headset	807.023	808.28
MTD013PM	11	TS3004b.Mix-Headset	840.169	840.223
MTD013PM	11	TS3004b.Mix-Headset	846.902	848.135
MTD013PM	11	TS3004b.Mix-Headset	850.128	853.645
MTD013PM	11	TS3004b.Mix-Headset	863.771	864.746
MTD013PM	11	TS3004b.Mix-Headset	876.392	879.424
MTD015UID	16	TS3004b.Mix-Headset	789.557	797.291
MTD015UID	16	TS3004b.Mix-Headset	832.928	834.448
MTD015UID	16	TS3004b.Mix-Headset	845.153	845.615
MTD015UID	16	TS3004b.Mix-Headset	848.554	849.664
MTD015UID	16	TS3004b.Mix-Headset	854.257	855.162
MTD015UID	16	TS3004b.Mix-Headset	859.322	862.653
MTD015UID	16	TS3004b.Mix-Headset	865.288	865.909
MTD015UID	16	TS3004b.Mix-Headset	873.917	876.336
MTD015UID	16	TS3004b.Mix-Headset	886.145	887.535
MTD015UID	16	TS3004b.Mix-Headset	901.019	901.946
MTD015UID	16	TS3004b.Mix-Headset	905.139	906.181
MTD015UID	16	TS3004b.Mix-Headset	909.472	912.859
MTD015UID	16	TS3004b.Mix-Headset	919.456	926.366
MTD015UID	17	TS3004b.Mix-Headset	928.87	933.248
MTD015UID	17	TS3004b.Mix-Headset	934.996	937.713
MTD015UID	17	TS3004b.Mix-Headset	944.876	945.391
MTD015UID	17	TS3004b.Mix-Headset	955.456	955.46
MTD015UID	17	TS3004b.Mix-Headset	975.584	976.282
MTD015UID	17	TS3004b.Mix-Headset	998.164	1000.011
MTD015UID	17	TS3004b.Mix-Headset	1014.246	1014.579
MTD015UID	17	TS3004b.Mix-Headset	1036.272	1037.895
MTD015UID	17	TS3004b.Mix-Headset	1043.989	1045.232
MTD015UID	17	TS3004b.Mix-Headset	1050.132	1055.04
MTD015UID	17	TS3004b.Mix-Headset	1059.561	1064.549
MTD015UID	17	TS3004b.Mix-Headset	1065.405	1070.815
MTD015UID	17	TS3004b.Mix-Headset	1072.102	1082.899
MTD014ID	9	TS3004b.Mix-Headset	834.672	839.481
MTD014ID	9	TS3004b.Mix-Headset	840.391	842.784
MTD014ID	9	TS3004b.Mix-Headset	846.468	846.797
MTD014ID	9	TS3004b.Mix-Headset	879.446	884.889
MTD014ID	9	TS3004b.Mix-Headset	888.405	888.99
MTD014ID	9	TS3004b.Mix-Headset	898.64	899.931
MTD014ID	9	TS3004b.Mix-Headset	912.922	913.676
MTD014ID	9	TS3004b.Mix-Headset	937.946	944.445
MTD014ID	9	TS3004b.Mix-Headset	959.336	960.92
MTD014ID	9	TS3004b.Mix-Headset	981.338	981.945
MTD014ID	9	TS3004b.Mix-Headset	986.816	987.372
MTD014ID	9	TS3004b.Mix-Headset	1019.537	1020.414
MTD014ID	9	TS3004b.Mix-Headset	1055.945	1056.675
MTD014ID	9	TS3004b.Mix-Headset	1153.077	1153.893
MTD014ID	9	TS3004b.Mix-Headset	1155.456	1157.365
MTD014ID	9	TS3004b.Mix-Headset	1158.8	1163.921
MTD014ID	10	TS3004b.Mix-Headset	1164.992	1166.064
MTD014ID	10	TS3004b.Mix-Headset	1167.376	1184.264
MTD014ID	10	TS3004b.Mix-Headset	1184.267	1198.264
MTD014ID	11	TS3004b.Mix-Headset	1199.675	1220.425
MTD014ID	11	TS3004b.Mix-Headset	1221.46	1226.483
MTD014ID	11	TS3004b.Mix-Headset	1228.225	1236.12
MTD013PM	12	TS3004b.Mix-Headset	891.134	892.449
MTD013PM	12	TS3004b.Mix-Headset	903.7	904.74
MTD013PM	12	TS3004b.Mix-Headset	927.52	928.234
MTD013PM	12	TS3004b.Mix-Headset	933.343	933.926
MTD013PM	12	TS3004b.Mix-Headset	993.2	996.775
MTD013PM	12	TS3004b.Mix-Headset	1007.28	1007.86
MTD013PM	12	TS3004b.Mix-Headset	1038.499	1043.319
MTD013PM	12	TS3004b.Mix-Headset	1046.217	1048.24
MTD013PM	12	TS3004b.Mix-Headset	1085.761	1086.688
MTD013PM	12	TS3004b.Mix-Headset	1097.461	1097.863
MTD013PM	12	TS3004b.Mix-Headset	1102.851	1107.008
MTD013PM	12	TS3004b.Mix-Headset	1111.268	1111.785
MTD013PM	12	TS3004b.Mix-Headset	1117.183	1118.539
MTD013PM	12	TS3004b.Mix-Headset	1130.756	1131.228
MTD013PM	12	TS3004b.Mix-Headset	1136.179	1137.073
MTD013PM	12	TS3004b.Mix-Headset	1245.442	1247.831
MTD013PM	12	TS3004b.Mix-Headset	1251.25	1252.844
MTD013PM	12	TS3004b.Mix-Headset	1254.925	1255.136
MTD013PM	12	TS3004b.Mix-Headset	1267.712	1271.56
MTD016ME	17	TS3004b.Mix-Headset	623.177	623.79
MTD016ME	17	TS3004b.Mix-Headset	642.839	644.084
MTD016ME	17	TS3004b.Mix-Headset	648.367	649.067
MTD016ME	17	TS3004b.Mix-Headset	858.05	859.094
MTD016ME	17	TS3004b.Mix-Headset	872.77	873.258
MTD016ME	17	TS3004b.Mix-Headset	955.46	957.921
MTD016ME	17	TS3004b.Mix-Headset	961.865	972.204
MTD016ME	17	TS3004b.Mix-Headset	1049.232	1049.311
MTD016ME	17	TS3004b.Mix-Headset	1093.33	1095.947
MTD016ME	17	TS3004b.Mix-Headset	1100.777	1102.082
MTD016ME	17	TS3004b.Mix-Headset	1111.857	1112.88
MTD016ME	17	TS3004b.Mix-Headset	1134.932	1135.442
MTD016ME	17	TS3004b.Mix-Headset	1253.458	1254.84
MTD016ME	17	TS3004b.Mix-Headset	1261.762	1264.244
MTD016ME	17	TS3004b.Mix-Headset	1265.159	1267.148
MTD016ME	17	TS3004b.Mix-Headset	1271.997	1272.301
MTD016ME	17	TS3004b.Mix-Headset	1295.81	1296.45
MTD016ME	17	TS3004b.Mix-Headset	1305.522	1306.297
MTD016ME	17	TS3004b.Mix-Headset	1349.616	1352.976
MTD014ID	12	TS3004b.Mix-Headset	1249.688	1249.926
MTD014ID	12	TS3004b.Mix-Headset	1264.279	1264.32
MTD014ID	12	TS3004b.Mix-Headset	1272.896	1274.169
MTD014ID	12	TS3004b.Mix-Headset	1279.95	1279.967
MTD014ID	12	TS3004b.Mix-Headset	1306.629	1307.997
MTD014ID	12	TS3004b.Mix-Headset	1312.79	1313.577
MTD014ID	12	TS3004b.Mix-Headset	1314.966	1332.935
MTD014ID	12	TS3004b.Mix-Headset	1339.649	1347.787
MTD014ID	12	TS3004b.Mix-Headset	1354.436	1357.696
MTD015UID	18	TS3004b.Mix-Headset	1083.874	1085.645
MTD015UID	18	TS3004b.Mix-Headset	1090.576	1093.035
MTD015UID	18	TS3004b.Mix-Headset	1098.418	1100.021
MTD015UID	18	TS3004b.Mix-Headset	1107.088	1109.936
MTD015UID	18	TS3004b.Mix-Headset	1112.897	1113.356
MTD015UID	18	TS3004b.Mix-Headset	1119.306	1121.419
MTD015UID	18	TS3004b.Mix-Headset	1131.948	1134.432
MTD015UID	18	TS3004b.Mix-Headset	1139.926	1142.514
MTD015UID	18	TS3004b.Mix-Headset	1256.128	1257.042
MTD015UID	18	TS3004b.Mix-Headset	1260.384	1261.244
MTD015UID	18	TS3004b.Mix-Headset	1278.626	1279.158
MTD015UID	18	TS3004b.Mix-Headset	1280.851	1284.553
MTD015UID	18	TS3004b.Mix-Headset	1291.361	1291.506
MTD015UID	18	TS3004b.Mix-Headset	1302.502	1303.104
MTD015UID	18	TS3004b.Mix-Headset	1313.761	1314.368
MTD015UID	18	TS3004b.Mix-Headset	1334.032	1338.482
MTD015UID	18	TS3004b.Mix-Headset	1357.712	1369.767
MTD014ID	13	TS3004b.Mix-Headset	1371.992	1372.611
MTD014ID	13	TS3004b.Mix-Headset	1374.642	1375.43
MTD014ID	13	TS3004b.Mix-Headset	1388.883	1389.237
MTD014ID	13	TS3004b.Mix-Headset	1397.753	1402.067
MTD014ID	13	TS3004b.Mix-Headset	1409.263	1411.344
MTD014ID	13	TS3004b.Mix-Headset	1421.987	1428.536
MTD014ID	13	TS3004b.Mix-Headset	1428.538	1434.042
MTD014ID	13	TS3004b.Mix-Headset	1446.448	1461.413
MTD014ID	14	TS3004b.Mix-Headset	1467.65	1469.328
MTD014ID	14	TS3004b.Mix-Headset	1476.477	1484.282
MTD014ID	14	TS3004b.Mix-Headset	1490.72	1497.507
MTD014ID	14	TS3004b.Mix-Headset	1498.514	1505.631
MTD014ID	14	TS3004b.Mix-Headset	1506.579	1511.868
MTD014ID	14	TS3004b.Mix-Headset	1513.2	1524.474
MTD013PM	13	TS3004b.Mix-Headset	1278.335	1278.503
MTD013PM	13	TS3004b.Mix-Headset	1285.089	1290.705
MTD013PM	13	TS3004b.Mix-Headset	1297.009	1298.496
MTD013PM	13	TS3004b.Mix-Headset	1300.785	1302.455
MTD013PM	13	TS3004b.Mix-Headset	1308.45	1311.304
MTD013PM	13	TS3004b.Mix-Headset	1404.482	1408.203
MTD013PM	13	TS3004b.Mix-Headset	1413.545	1414.048
MTD013PM	13	TS3004b.Mix-Headset	1489.945	1490.058
MTD013PM	13	TS3004b.Mix-Headset	1524.895	1526.144
MTD013PM	13	TS3004b.Mix-Headset	1530.724	1531.519
MTD013PM	13	TS3004b.Mix-Headset	1533.836	1538.227
MTD013PM	13	TS3004b.Mix-Headset	1540.456	1541.158
MTD013PM	13	TS3004b.Mix-Headset	1548.033	1548.448
MTD013PM	13	TS3004b.Mix-Headset	1559.808	1566.398
MTD016ME	18	TS3004b.Mix-Headset	1372.733	1374.288
MTD016ME	18	TS3004b.Mix-Headset	1389.827	1392.309
MTD016ME	18	TS3004b.Mix-Headset	1440.405	1441.787
MTD016ME	18	TS3004b.Mix-Headset	1464.063	1465.242
MTD016ME	18	TS3004b.Mix-Headset	1526.775	1527.81
MTD016ME	18	TS3004b.Mix-Headset	1541.264	1547.859
MTD016ME	18	TS3004b.Mix-Headset	1569.122	1570.235
MTD016ME	18	TS3004b.Mix-Headset	1573.459	1579.331
MTD016ME	18	TS3004b.Mix-Headset	1580.923	1581.6
MTD016ME	18	TS3004b.Mix-Headset	1598.795	1600.706
MTD016ME	18	TS3004b.Mix-Headset	1605.459	1606.537
MTD016ME	18	TS3004b.Mix-Headset	1613.751	1615.537
MTD016ME	18	TS3004b.Mix-Headset	1618.868	1623.291
MTD015UID	19	TS3004b.Mix-Headset	1396.034	1396.144
MTD015UID	19	TS3004b.Mix-Headset	1402.608	1403.18
MTD015UID	19	TS3004b.Mix-Headset	1570.774	1572.204
MTD015UID	19	TS3004b.Mix-Headset	1586.799	1591.5
MTD015UID	19	TS3004b.Mix-Headset	1594.057	1598.414
MTD015UID	19	TS3004b.Mix-Headset	1600.842	1604.583
MTD015UID	19	TS3004b.Mix-Headset	1627.295	1627.318
MTD015UID	19	TS3004b.Mix-Headset	1631.904	1632.71
MTD015UID	19	TS3004b.Mix-Headset	1643.952	1644.156
MTD015UID	19	TS3004b.Mix-Headset	1650.809	1655.773
MTD015UID	19	TS3004b.Mix-Headset	1662.58	1663.025
MTD015UID	19	TS3004b.Mix-Headset	1672.295	1672.563
MTD015UID	19	TS3004b.Mix-Headset	1687.248	1688.03
MTD015UID	19	TS3004b.Mix-Headset	1693.92	1704.906
MTD013PM	14	TS3004b.Mix-Headset	1579.428	1580.169
MTD013PM	14	TS3004b.Mix-Headset	1581.652	1585.643
MTD013PM	14	TS3004b.Mix-Headset	1627.689	1629.551
MTD013PM	14	TS3004b.Mix-Headset	1633.125	1634.023
MTD013PM	14	TS3004b.Mix-Headset	1636.082	1638.302
MTD013PM	14	TS3004b.Mix-Headset	1641.797	1643.867
MTD013PM	14	TS3004b.Mix-Headset	1647.763	1650.336
MTD013PM	14	TS3004b.Mix-Headset	1657.256	1657.693
MTD013PM	14	TS3004b.Mix-Headset	1660.052	1661.908
MTD013PM	14	TS3004b.Mix-Headset	1670.979	1672.024
MTD013PM	14	TS3004b.Mix-Headset	1673.373	1674.743
MTD013PM	14	TS3004b.Mix-Headset	1677.184	1677.586
MTD013PM	14	TS3004b.Mix-Headset	1712.743	1714.488
MTD013PM	14	TS3004b.Mix-Headset	1727.696	1729.966
MTD013PM	14	TS3004b.Mix-Headset	1742.832	1746.816
MTD013PM	14	TS3004b.Mix-Headset	1752.4	1761.455
MTD013PM	15	TS3004b.Mix-Headset	1763.383	1772.158
MTD013PM	15	TS3004b.Mix-Headset	1774.463	1778.022
MTD013PM	15	TS3004b.Mix-Headset	1782.924	1787.647
MTD013PM	15	TS3004b.Mix-Headset	1788.976	1793.023
MTD013PM	15	TS3004b.Mix-Headset	1796.813	1805.152
MTD013PM	15	TS3004b.Mix-Headset	1813.238	1814.752
MTD014ID	15	TS3004b.Mix-Headset	1539.424	1539.715
MTD014ID	15	TS3004b.Mix-Headset	1548.499	1556.851
MTD014ID	15	TS3004b.Mix-Headset	1566.694	1566.988
MTD014ID	15	TS3004b.Mix-Headset	1593.345	1593.885
MTD014ID	15	TS3004b.Mix-Headset	1607.222	1608.608
MTD014ID	15	TS3004b.Mix-Headset	1624.059	1624.471
MTD014ID	15	TS3004b.Mix-Headset	1634.819	1635.527
MTD014ID	15	TS3004b.Mix-Headset	1641.156	1641.172
MTD014ID	15	TS3004b.Mix-Headset	1646.954	1647.018
MTD014ID	15	TS3004b.Mix-Headset	1658.445	1659.872
MTD014ID	15	TS3004b.Mix-Headset	1661.94	1662.517
MTD014ID	15	TS3004b.Mix-Headset	1676.543	1676.709
MTD014ID	15	TS3004b.Mix-Headset	1678.736	1682.441
MTD014ID	15	TS3004b.Mix-Headset	1683.51	1685.403
MTD014ID	15	TS3004b.Mix-Headset	1715.257	1717.751
MTD014ID	15	TS3004b.Mix-Headset	1722.304	1727.327
MTD014ID	15	TS3004b.Mix-Headset	1779.04	1779.709
MTD014ID	15	TS3004b.Mix-Headset	1807.95	1808.057
MTD014ID	15	TS3004b.Mix-Headset	1815.949	1816.88
MTD014ID	15	TS3004b.Mix-Headset	1831.59	1832.298
MTD014ID	15	TS3004b.Mix-Headset	1864.033	1879.388
MTD016ME	19	TS3004b.Mix-Headset	1626.318	1626.981
MTD016ME	19	TS3004b.Mix-Headset	1639.001	1640.037
MTD016ME	19	TS3004b.Mix-Headset	1655.942	1656.658
MTD016ME	19	TS3004b.Mix-Headset	1663.99	1665.851
MTD016ME	19	TS3004b.Mix-Headset	1675.057	1676.394
MTD016ME	19	TS3004b.Mix-Headset	1677.743	1677.819
MTD016ME	19	TS3004b.Mix-Headset	1689.872	1693.435
MTD016ME	19	TS3004b.Mix-Headset	1706.693	1709.36
MTD016ME	19	TS3004b.Mix-Headset	1772.326	1773.27
MTD016ME	19	TS3004b.Mix-Headset	1807.101	1807.164
MTD016ME	19	TS3004b.Mix-Headset	1811.436	1812.864
MTD016ME	19	TS3004b.Mix-Headset	1818.23	1818.992
MTD016ME	19	TS3004b.Mix-Headset	1834.972	1837.923
MTD016ME	19	TS3004b.Mix-Headset	1844.19	1844.361
MTD016ME	19	TS3004b.Mix-Headset	1851.766	1855.022
MTD016ME	19	TS3004b.Mix-Headset	1880.658	1890.876
MTD015UID	20	TS3004b.Mix-Headset	1709.457	1710.162
MTD015UID	20	TS3004b.Mix-Headset	1778.384	1778.866
MTD015UID	20	TS3004b.Mix-Headset	1808.971	1810.114
MTD015UID	20	TS3004b.Mix-Headset	1815.333	1815.847
MTD015UID	20	TS3004b.Mix-Headset	1821.024	1828.379
MTD015UID	20	TS3004b.Mix-Headset	1832.814	1834.485
MTD015UID	20	TS3004b.Mix-Headset	1837.963	1843.687
MTD015UID	20	TS3004b.Mix-Headset	1845.947	1846.82
MTD015UID	20	TS3004b.Mix-Headset	1855.264	1858.022
MTD015UID	20	TS3004b.Mix-Headset	1892.752	1893.296
MTD015UID	20	TS3004b.Mix-Headset	1909.367	1910.003
MTD015UID	20	TS3004b.Mix-Headset	1924.071	1927.447
MTD015UID	20	TS3004b.Mix-Headset	1933.791	1934.562
MTD015UID	20	TS3004b.Mix-Headset	1940.093	1942.325
MTD015UID	20	TS3004b.Mix-Headset	1946.512	1946.67
MTD015UID	20	TS3004b.Mix-Headset	1952.824	1953.838
MTD015UID	20	TS3004b.Mix-Headset	1955.552	1955.657
MTD013PM	16	TS3004b.Mix-Headset	1830.368	1831.075
MTD013PM	16	TS3004b.Mix-Headset	1845.469	1845.605
MTD013PM	16	TS3004b.Mix-Headset	1903.424	1905.391
MTD013PM	16	TS3004b.Mix-Headset	1906.352	1907.272
MTD013PM	16	TS3004b.Mix-Headset	1947.401	1948.926
MTD013PM	16	TS3004b.Mix-Headset	1956.928	1957.917
MTD013PM	16	TS3004b.Mix-Headset	1972.357	1972.392
MTD013PM	16	TS3004b.Mix-Headset	2003.209	2004.423
MTD013PM	16	TS3004b.Mix-Headset	2021.391	2024.736
MTD013PM	16	TS3004b.Mix-Headset	2030.298	2032.566
MTD013PM	16	TS3004b.Mix-Headset	2039.134	2041.022
MTD013PM	16	TS3004b.Mix-Headset	2044.689	2046.751
MTD013PM	16	TS3004b.Mix-Headset	2051.128	2060.369
MTD013PM	16	TS3004b.Mix-Headset	2067.603	2067.626
MTD013PM	16	TS3004b.Mix-Headset	2069.52	2070.422
MTD013PM	16	TS3004b.Mix-Headset	2075.307	2079.198
MTD015UID	21	TS3004b.Mix-Headset	1963.232	1964.765
MTD015UID	21	TS3004b.Mix-Headset	1985.697	1986.476
MTD015UID	21	TS3004b.Mix-Headset	1999.527	2002.271
MTD015UID	21	TS3004b.Mix-Headset	2014.099	2015.327
MTD015UID	21	TS3004b.Mix-Headset	2025.098	2027.008
MTD015UID	21	TS3004b.Mix-Headset	2027.939	2029.551
MTD015UID	21	TS3004b.Mix-Headset	2036.367	2037.665
MTD015UID	21	TS3004b.Mix-Headset	2041.044	2042.602
MTD015UID	21	TS3004b.Mix-Headset	2043.373	2044.45
MTD015UID	21	TS3004b.Mix-Headset	2048.962	2048.991
MTD015UID	21	TS3004b.Mix-Headset	2060.434	2067.118
MTD015UID	21	TS3004b.Mix-Headset	2068.699	2069.316
MTD015UID	21	TS3004b.Mix-Headset	2073.587	2074.626
MTD015UID	21	TS3004b.Mix-Headset	2081.593	2083.187
MTD015UID	21	TS3004b.Mix-Headset	2085.753	2085.812
MTD015UID	21	TS3004b.Mix-Headset	2095.743	2101.44
MTD015UID	21	TS3004b.Mix-Headset	2109.596	2112.88
MTD014ID	16	TS3004b.Mix-Headset	1894.492	1895.937
MTD014ID	16	TS3004b.Mix-Headset	1896.775	1897.955
MTD014ID	16	TS3004b.Mix-Headset	1902.169	1902.708
MTD014ID	16	TS3004b.Mix-Headset	1908.101	1908.86
MTD014ID	16	TS3004b.Mix-Headset	1913.526	1919.429
MTD014ID	16	TS3004b.Mix-Headset	1922.092	1922.946
MTD014ID	16	TS3004b.Mix-Headset	1942.48	1944.796
MTD014ID	16	TS3004b.Mix-Headset	1955.928	1956.891
MTD014ID	16	TS3004b.Mix-Headset	1973.874	1977.391
MTD014ID	16	TS3004b.Mix-Headset	1982.496	1984.766
MTD014ID	16	TS3004b.Mix-Headset	1990.56	1991.504
MTD014ID	16	TS3004b.Mix-Headset	1992.178	1992.252
MTD014ID	16	TS3004b.Mix-Headset	1998.38	1998.398
MTD014ID	16	TS3004b.Mix-Headset	2020.377	2021.334
MTD014ID	16	TS3004b.Mix-Headset	2113.52	2122.609
MTD013PM	17	TS3004b.Mix-Headset	2086.688	2093.741
MTD013PM	17	TS3004b.Mix-Headset	2102.88	2107.435
MTD013PM	17	TS3004b.Mix-Headset	2126.984	2130.146
MTD013PM	17	TS3004b.Mix-Headset	2140.705	2140.781
MTD013PM	17	TS3004b.Mix-Headset	2144.148	2144.936
MTD013PM	17	TS3004b.Mix-Headset	2146.649	2153.818
MTD013PM	17	TS3004b.Mix-Headset	2159.84	2162.424
MTD013PM	17	TS3004b.Mix-Headset	2163.469	2165.076
MTD013PM	17	TS3004b.Mix-Headset	2179.859	2183.219
MTD016ME	20	TS3004b.Mix-Headset	1896.651	1896.72
MTD016ME	20	TS3004b.Mix-Headset	1911.519	1911.537
MTD016ME	20	TS3004b.Mix-Headset	1920.216	1921.834
MTD016ME	20	TS3004b.Mix-Headset	1932.746	1932.904
MTD016ME	20	TS3004b.Mix-Headset	1935.275	1937.915
MTD016ME	20	TS3004b.Mix-Headset	1952.416	1952.767
